periodo,indicador,valor,unidade,categoria,documento,url_origem,pagina,data_coleta
Dez/24,Carteira de crédito,546265.0,R$ milhões,Crédito e risco,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,11,2026-08-14
Mar/24,Carteira de crédito,549657.0,R$ milhões,Crédito e risco,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,11,2026-08-14
Dez/24,Carteira de crédito ampliada,682293.0,R$ milhões,Crédito e risco,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,11,2026-08-14
Mar/24,Carteira de crédito ampliada,682693.0,R$ milhões,Crédito e risco,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,11,2026-08-14
1T24,Provisão de crédito,-6682.0,R$ milhões,Crédito e risco,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
4T24,Provisão de crédito,-7012.0,R$ milhões,Crédito e risco,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
1T24,Recuperação de crédito,750.0,R$ milhões,Crédito e risco,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
4T24,Recuperação de crédito,622.0,R$ milhões,Crédito e risco,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
1T24,Resultado de PDD,-5932.0,R$ milhões,Crédito e risco,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
4T24,Resultado de PDD,-6390.0,R$ milhões,Crédito e risco,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
1T24,Índice de inadimplência 15-90 dias,3.7,%,Crédito e risco,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,11,2026-08-14
4T24,Índice de inadimplência 15-90 dias,4.1,%,Crédito e risco,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,11,2026-08-14
1T24,Índice de inadimplência acima de 90 dias,3.2,%,Crédito e risco,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,11,2026-08-14
4T24,Índice de inadimplência acima de 90 dias,3.3,%,Crédito e risco,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,11,2026-08-14
1T24,Comissões,5515.0,R$ milhões,Desempenho financeiro,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
4T24,Comissões,5137.0,R$ milhões,Desempenho financeiro,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
1T24,Lucro líquido,3855.0,R$ milhões,Desempenho financeiro,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
4T24,Lucro líquido,3861.0,R$ milhões,Desempenho financeiro,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
1T24,Lucro líquido contábil,3746.0,R$ milhões,Desempenho financeiro,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
4T24,Lucro líquido contábil,3778.0,R$ milhões,Desempenho financeiro,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
1T24,Lucro líquido gerencial,3855.0,R$ milhões,Desempenho financeiro,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,11,2026-08-14
4T24,Lucro líquido gerencial,3861.0,R$ milhões,Desempenho financeiro,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,11,2026-08-14
1T24,Lucro líquido gerencial por unit,4.13,R$,Desempenho financeiro,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,11,2026-08-14
4T24,Lucro líquido gerencial por unit,4.13,R$,Desempenho financeiro,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,11,2026-08-14
1T24,Lucro líquido societário por unit,4.02,R$,Desempenho financeiro,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,11,2026-08-14
4T24,Lucro líquido societário por unit,4.05,R$,Desempenho financeiro,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,11,2026-08-14
1T24,Margem financeira,15978.0,R$ milhões,Desempenho financeiro,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,13,2026-08-14
4T24,Margem financeira,15922.0,R$ milhões,Desempenho financeiro,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,13,2026-08-14
1T24,Margem financeira bruta,15978.0,R$ milhões,Desempenho financeiro,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
4T24,Margem financeira bruta,15922.0,R$ milhões,Desempenho financeiro,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
1T24,Margem financeira com clientes,15780.0,R$ milhões,Desempenho financeiro,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
4T24,Margem financeira com clientes,15825.0,R$ milhões,Desempenho financeiro,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
1T24,Margem financeira com o mercado,198.0,R$ milhões,Desempenho financeiro,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
4T24,Margem financeira com o mercado,97.0,R$ milhões,Desempenho financeiro,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
1T24,Receita total,21493.0,R$ milhões,Desempenho financeiro,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
4T24,Receita total,21058.0,R$ milhões,Desempenho financeiro,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
1T24,Resultado antes de impostos,5104.0,R$ milhões,Desempenho financeiro,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
4T24,Resultado antes de impostos,4747.0,R$ milhões,Desempenho financeiro,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
1T24,Resultado não operacional,8.0,R$ milhões,Desempenho financeiro,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
4T24,Resultado não operacional,43.0,R$ milhões,Desempenho financeiro,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
1T24,Resultado operacional,5096.0,R$ milhões,Desempenho financeiro,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
4T24,Resultado operacional,4704.0,R$ milhões,Desempenho financeiro,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
1T24,Despesas administrativas,-3463.0,R$ milhões,Eficiência,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
4T24,Despesas administrativas,-3384.0,R$ milhões,Eficiência,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
1T24,Despesas de pessoal,-3306.0,R$ milhões,Eficiência,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
4T24,Despesas de pessoal,-3189.0,R$ milhões,Eficiência,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
1T24,Despesas gerais,-6769.0,R$ milhões,Eficiência,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
4T24,Despesas gerais,-6573.0,R$ milhões,Eficiência,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
1T24,Despesas tributárias,-1485.0,R$ milhões,Eficiência,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
4T24,Despesas tributárias,-1341.0,R$ milhões,Eficiência,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,12,2026-08-14
1T24,Índice de eficiência,38.0,%,Eficiência,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,11,2026-08-14
4T24,Índice de eficiência,37.2,%,Eficiência,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,11,2026-08-14
1T24,Índice de recorrência,81.5,%,Eficiência,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,11,2026-08-14
4T24,Índice de recorrência,78.1,%,Eficiência,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,11,2026-08-14
Dez/24,Ativos ponderados pelo risco (RWA),725641.0,R$ milhões,Estrutura financeira,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,24,2026-08-14
Mar/24,Ativos ponderados pelo risco (RWA),707454.0,R$ milhões,Estrutura financeira,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,24,2026-08-14
Dez/24,Ativos totais,1234641.0,R$ milhões,Estrutura financeira,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,11,2026-08-14
Mar/24,Ativos totais,1335238.0,R$ milhões,Estrutura financeira,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,11,2026-08-14
Dez/24,Captações de clientes,651486.0,R$ milhões,Estrutura financeira,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,11,2026-08-14
Mar/24,Captações de clientes,645526.0,R$ milhões,Estrutura financeira,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,11,2026-08-14
Dez/24,Depósitos,492541.0,R$ milhões,Estrutura financeira,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
Mar/24,Depósitos,495328.0,R$ milhões,Estrutura financeira,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
1T24,JCP + Dividendos,1500.0,R$ milhões,Estrutura financeira,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,11,2026-08-14
4T24,JCP + Dividendos,1500.0,R$ milhões,Estrutura financeira,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,11,2026-08-14
Dez/24,Passivos totais,1234641.0,R$ milhões,Estrutura financeira,Informe de Resultados 1T25 (BRGAAP) - Santander Brasil,https://api.mziq.com/mzfilemanager/v2/d/a2595886-9fbb-4339-8a38-71d6ce7c7d36/118f8091-12e1-8f80-bee8-c6a1f3f1660e?origin=2,20,2026-08-14
